Series Name,Series Code,Time,Time Code,Austria [AUT],Belgium [BEL],Bulgaria [BGR],Croatia [HRV],Czech Republic [CZE],Denmark [DNK],Cyprus [CYP],Estonia [EST],Finland [FIN],France [FRA],Germany [DEU],Greece [GRC],Hungary [HUN],Ireland [IRL],Italy [ITA],Latvia [LVA],Liechtenstein [LIE],Lithuania [LTU],Iceland [ISL],Luxembourg [LUX],Malta [MLT],Netherlands [NLD],Poland [POL],Portugal [PRT],Romania [ROU],Slovak Republic [SVK],Slovenia [SVN],Spain [ESP],Sweden [SWE],Norway [NOR],European Union [EUU]
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1972,YR1972,27.8452101279039,32.2262395246504,49.6203934607925,..,..,8.93944051644636,0.304878048780488,..,19.9701071161671,24.4828217489473,..,22.0789779326365,58.2761170381325,35.0016627868307,8.85956014312626,..,..,..,0.246913580246914,64.2934782608696,0,6.56038669796194,85.2165505284566,8.95283772981615,26.772264067346,..,..,24.9715542744444,6.40138408304498,10.4922118380062,31.5306003733048
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1973,YR1973,26.372889620284,32.602783132212,48.766583195695,..,..,15.3136987996535,0.146627565982405,..,19.8321948321948,22.3768083022189,..,22.8149606299213,54.7776774064037,31.0555020853385,8.30952972346415,..,..,..,0.209205020920502,60.6625258799172,0.454545454545455,6.2428052776056,83.7197124248606,10.7424381301558,27.5732969062255,..,..,22.6226722367769,6.64847848898216,8.84190293128304,30.233918128655
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1974,YR1974,28.9178152118428,35.864406779661,46.5393917562908,..,..,14.866844207723,0,..,20.8798114689709,23.2259107407897,..,24.8456008909588,52.0734362628662,31.9748229740362,8.82043852220669,..,..,..,0,64.0712468193384,0.492610837438424,6.904511587512,83.3636382857264,8.62099486634803,27.6874863348152,..,..,21.2414494165484,7.24318369595153,11.783397325566,30.9719250614368
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1975,YR1975,26.7983550192139,31.5403790131243,47.1190523991166,..,..,19.4333048451778,0,..,19.5275214762965,22.747710788014,..,29.2330912178096,49.287416703147,30.7781842367808,8.94814084778626,..,..,..,0,59.2260061919505,0,5.56926837451173,82.6189267301984,7.67513736263736,27.1334297595372,..,..,22.6668012516403,8.77455650832539,10.121107266436,31.538671900916
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1976,YR1976,24.4444444444444,31.7651040785243,43.412407843924,..,..,20.367095554607,0,..,23.8558352402746,23.6852602644348,..,31.2596137412408,46.8927589367553,31.1184210526316,8.43591202691505,..,..,..,0,55.9615980179622,0,5.44161822228946,82.0608722821592,5.87080948487326,25.103338299167,..,..,20.4837755931702,7.45369985881571,11.6072545340838,30.7522750795644
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1977,YR1977,22.3273106777118,30.7046007648627,41.6662644205242,..,..,22.216293134116,0,..,23.4392113910186,24.2780120642716,..,29.3672466255754,44.2309387395328,31.4765831647736,8.81396067126531,..,..,..,0,52.1140939597315,0,5.96218665595214,81.6555671266923,5.51790900290416,25.0832476875642,..,..,22.6882566812849,6.26949869652549,8.55659152602384,31.4570819317636
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1978,YR1978,22.34626180148,32.1555819477435,41.66478987433,..,..,21.077578448431,0,..,29.6602387511478,22.6293775235776,..,24.8245881635143,43.1785105409788,26.1200995644057,9.53017232909552,..,..,..,0,54.6270504487775,0,6.46111505300049,81.5002164263344,7.43308610125766,25.9068043420704,..,..,18.0850480109739,7.13264788602517,8.43170320404722,31.0207662130986
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1979,YR1979,23.4565696255284,33.6174886250719,44.2205235116979,..,..,25.8789289871944,0,..,30.3300263211176,23.6247591855969,..,26.4297969688304,43.7890708058686,28.1697683759539,10.3650284394727,..,..,..,2.5830258302583,58.5904416212946,0,6.24402054005506,81.1623628468194,6.72428948139467,27.5631195062652,..,..,20.706598034628,8.10449050086356,10.71964017991,31.7282317311531
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1980,YR1980,27.152271452608,34.8808846247662,47.2386541100752,..,..,36.5000303711353,0,..,34.3868043314027,24.7805012553151,..,24.969696969697,42.2256934183307,28.2402234636871,11.5561924335128,..,..,..,3.53634577603143,62.7203192550715,0.3584229390681,7.15805565310802,82.0555524859698,6.03342845495312,27.23339177142,..,..,22.9260472097148,8.93760539629005,10.0607111882047,33.6703028089375
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1981,YR1981,26.1057032730123,37.2904408503592,46.2574167047011,..,..,34.9571620760462,0,..,34.028618210294,24.2439394183777,..,28.1665702718334,43.5502307268956,30.4182509505703,12.6475695286506,..,..,..,6.27615062761506,59.8210812913263,0.32051282051282,8.92984172150098,82.1158059467919,5.23905723905724,29.6389510890686,..,..,27.405887347863,7.87472272103095,8.8561556646663,33.9181557817368
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1982,YR1982,26.2491490810075,38.8495492404155,43.4273160014647,..,..,41.1254524346104,0,..,27.9513150055324,25.9614577562908,..,29.8502215034105,44.4913465597298,32.7257069039759,13.4932994752661,..,..,..,7.11009174311927,58.8162251655629,4.74860335195531,9.56592956592957,82.9022564227275,4.13637503133617,28.914737394171,..,..,31.6096572446805,10.8141519985872,8.75390799464046,35.8024219091891
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1983,YR1983,27.7158577878104,36.0743279812376,43.2252566651788,..,..,39.823138200687,0,..,30.878461809843,23.9055924335112,..,34.5348913976365,41.5377653447425,35.8864641277992,12.3192450149678,..,..,..,10.6635071090047,57.7620521892968,13.9705882352941,14.6619632389995,83.1158344403636,5.32199270959903,33.0877244304677,..,..,33.8780697358058,13.4733928796075,9.58341482495599,36.2915885524033
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1984,YR1984,30.9222909384243,39.8796479877561,44.8478488982162,..,..,42.0403749098774,4.3778801843318,..,35.6070467760132,24.1717780310843,..,36.1462818947233,40.5795931546658,34.286124676817,14.8794621929203,..,..,..,12.7272727272727,61.0266940451745,18.2795698924731,17.4305432666785,84.4562388019337,5.47564976028261,35.2881914172237,..,..,34.9700488434246,17.000319795331,10.7858243451464,38.1795975847608
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1985,YR1985,30.4752966414158,38.999648999649,45.9374232123843,..,..,46.6548650958369,6.38297872340426,..,38.349084465446,23.8435433265338,..,39.2169914074791,42.4343085899238,37.9939626783754,15.9742614453795,..,..,..,15.0900900900901,59.28,41.2844036697248,17.0871957567045,85.0713005148111,10.4629381857105,36.4617532737084,..,..,37.3034240209924,18.8363208933294,10.9249752319193,39.3059357937078
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1986,YR1986,27.251152698671,35.082341199116,44.8357371794872,..,..,45.8942912282886,4.13650465356774,..,31.8985078732036,20.2771068297229,..,41.2093023255814,42.5047188446512,39.105283455457,14.5527503427296,..,..,..,15.4004106776181,55.026455026455,22.2222222222222,16.1291953093409,84.5618150200186,17.926228523369,35.1957334107318,..,..,38.5899385841628,18.9856957087126,8.4203146907618,38.316725277297
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1987,YR1987,25.649330031117,35.3805120910384,45.6240745928208,..,..,47.1213073538655,9.69750889679715,..,35.285886917255,19.1076615214245,..,41.8337281183199,42.4085816034048,47.1159684274438,14.5095003249608,..,..,..,11.8811881188119,46.4467005076142,22.1343873517787,16.7379704850262,84.8939741377272,22.0581395348837,35.5266341733209,..,..,36.8701131539008,18.7473134786613,9.2514187910999,38.3902495598174
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1988,YR1988,26.8046198267565,33.0361384148792,43.4632834817678,..,..,47.1586372105403,5.86145648312611,..,37.8469538331811,19.7602017694233,..,42.8294051022059,42.1355948086023,48.6728926026051,13.5294560370294,..,..,..,12.3015873015873,46.570841889117,27.5045537340619,19.2991214057508,84.729359721754,24.0561309722686,38.5230504093063,..,..,30.6686073290712,19.2658793488669,8.81312041432887,37.8556247350937
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1989,YR1989,25.6064507385825,37.3144514587954,44.5125560158958,..,..,42.0475045099218,4.56081081081081,..,36.1715481171548,20.0730303855216,..,42.3727137913989,40.6313253012048,48.5218666015148,12.7656712402475,..,..,..,12.3314065510597,45.1025056947608,31.5878378378378,18.7733261387652,84.0552748165582,23.2247730912974,39.0585132797918,..,..,33.3015174555926,19.4532488114105,7.4929451953067,36.8886177160018
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1990,YR1990,27.1890862944162,36.0684647302905,48.244793461671,..,..,45.8096072419331,5.45171339563863,..,39.1255049252356,19.9517822980518,..,42.7330173775671,34.5969567735482,42.2177845647833,13.304117962184,..,..,..,12.1100917431193,42.925219941349,30.1794453507341,18.2995824165956,83.4786503433861,24.4692834243133,27.5013691704933,..,..,33.6492652486077,21.2057037978258,10.3921796811358,34.8989771801205
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1991,YR1991,26.6353752005228,32.6084801216167,51.7968650439658,..,..,52.3850085178876,5.23952095808383,..,39.5452062278066,20.2830808507443,47.934985765321,41.2784076843095,35.5876197819143,41.4924675931332,12.3428808706108,..,..,..,13.9004149377593,38.1692573402418,25.5536626916525,16.3032866905304,83.5440727634074,25.1312828207052,27.380610084429,..,..,33.7975979587525,19.9772258202263,9.28318280553333,38.2332264824301
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1992,YR1992,22.4583387159282,30.0353704067597,55.8246516033013,10.0737100737101,73.774581353998,47.2931011205616,1.31761442441054,76.2899262899263,39.8115247953036,19.0438965724594,45.4662807715709,42.5032784496576,34.0194292653309,41.0138248847926,10.999206494537,14.6227638060669,..,8.24503311258278,9.67741935483871,36.2122788761707,21.9723183391003,16.6359487449535,83.0380401075047,23.2188971593498,32.5808106721396,53.8965889285418,47.4581251836615,33.4169396936872,19.1232482932088,9.09611639363043,38.6646318280426
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1993,YR1993,19.9948731094591,28.2760500051095,47.5521452501891,8.16549912434326,73.2478088971218,48.4770595039198,1.4407334643091,74.5300751879699,41.8697708257548,15.4885379521141,43.4339171708393,42.4710611711144,30.9090909090909,38.5806451612903,9.81296347401875,15.7155935306683,..,9.32718507650388,8.71985157699443,36.5397688647179,24.798927613941,16.1174432778051,82.3684511019069,25.6153786043604,29.286780414996,55.2847614161108,42.8133704735376,32.0365941362412,20.1006093240754,9.18101199791341,37.1230529141443
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1994,YR1994,20.3130010903726,29.1310308807208,54.4143534190928,5.22570602623972,72.0601959869342,48.4460474902314,1.16686114352392,74.0034662045061,45.4982377443127,16.3286554020346,42.8342653787494,42.7986444507201,31.6971246803468,35.0280583613917,10.6316329561719,12.9704301075269,..,7.79467680608365,12.7737226277372,33.6811802806765,18.6846038863976,17.6122401008612,80.4007685973099,26.5830576286835,31.9606032625423,51.8733557107865,39.3622869708631,30.8593872741555,20.5744822979292,11.0426130218473,36.8709119071135
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1995,YR1995,22.0563035495716,27.9381039435884,51.3592110254141,3.92918825561313,71.5567532352157,41.6201654800847,0.938337801608579,76.8103809125157,44.4521739130435,16.4728987470725,41.0278172674998,41.9009495438466,30.1706857802345,34.1118896674452,10.7773821490025,10.7184466019417,..,6.653088934148,10.7344632768362,23.4126984126984,5.60131795716639,18.4689958305092,79.6853027655857,26.1010957935666,30.6452551346948,49.612538093165,37.8054989816701,29.9887688198154,19.8922943953195,11.6240815878934,35.7384509832177
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1996,YR1996,20.9599907359157,25.6623699332194,53.0536825726141,3.2439446366782,69.5354551837117,47.9069294858768,0.786448880822747,76.4988009592326,46.0447582575395,16.5271087574624,39.5993404781533,38.9315419065899,30.0679468242245,32.8710999054522,10.0142088266954,10.3807615230461,..,6.27039627039627,10.9452736318408,21.8166014776184,0,17.1591066722153,78.8640931814668,25.6542225444001,30.2640428082692,49.2987750754483,33.5948994605199,26.4668437514735,20.666360595527,11.4408176722717,34.8819223141447
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1997,YR1997,22.4642335766423,25.3067972276976,59.256891162262,4.90690457719162,69.9812922722694,39.7629117769703,0.873907615480649,76.8732280275415,43.8815467449829,15.4810580774366,38.9793531650684,40.2014892685064,29.6976632136834,30.7119121941396,10.0157587631501,9.97398091934085,..,5.13985178101841,10.1045296167247,14.919168591224,0,16.4099928035365,78.0225775315792,25.0259103157604,30.2575456647022,47.3378595676255,35.0057803468208,27.6414366971676,19.1055481330427,10.7973590655155,34.4047610153446
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1998,YR1998,19.3735632183908,25.0023233480995,58.6963029486604,4.40320232896652,67.7224284516824,36.9581280788177,1.08820160366552,73.3138489208633,37.365677884306,17.0290488681628,38.3349052559376,40.0292519849561,28.2942853601091,28.9613848202397,10.1857020269764,7.68531150522965,..,4.14308354086484,11.8673647469459,5.78265204386839,0,16.2838004438235,75.9696211660244,20.3843470539735,27.9716426682339,44.6960775432557,37.0987207337678,25.6845617823143,18.3082993008929,10.7649000194137,32.8266549732684
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1999,YR1999,19.8379848628193,22.6130491992683,57.7622144405536,3.92516507703595,65.2821907039209,32.2760821863156,1.26509488211616,72.2544750846638,37.2634643377002,15.5727846528503,37.9692090937058,38.9147549310082,27.6769566573121,23.5616438356164,10.0975658320474,7.08491076257436,..,4.12426352437065,10.4609929078014,5.58206106870229,0,14.7149168945929,74.8124230528003,22.3347942398543,29.8206186409513,44.7621717596486,34.4935189630341,26.6003454590319,18.0813661476645,9.90625563367586,31.8593181617625
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2000,YR2000,22.3262661955241,25.2667792182971,57.8215820065706,8.32385286310201,69.8468647255709,29.625660808687,1.83920126116658,76.77690029615,37.8600533932837,15.3452115812918,39.5264583342538,38.844860710855,27.128218602207,24.5308191763764,10.5688939529584,7.85219399538106,..,3.10521555622551,17.1186440677966,5.78549176680018,0,14.6205121714551,73.2224904125366,22.8970596831706,32.1646649682559,45.4424688330268,35.7870606214977,27.0621349308159,18.8363798484173,10.0378962935576,32.4815933865666
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2001,YR2001,21.758975786251,23.2710040983607,61.540890432586,9.00755124056095,68.095703993596,30.1850183632458,2.07778369738945,73.810645313236,41.9141486188562,12.4879801855179,39.2253303321363,39.0641491732145,24.6621186767924,24.0776213875239,11.2831912450839,6.71916010498688,..,2.64655663062038,16.7539267015707,5.91666666666667,0,13.8891759502305,72.6865544479741,19.4168517003623,32.7413479052823,43.1100344731203,37.0737605804111,24.5065809724326,20.5924544541673,8.53967976200892,31.7487751711361
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2002,YR2002,21.7303272408887,21.688764352105,58.5195530726257,10.3142076502732,67.2344597285622,30.9708327462308,1.98433420365535,75.2216748768473,42.2952779438135,13.4498064213367,39.3042763448654,37.7936110241153,25.2796127935117,23.8026860376721,11.4617428784393,5.46419098143236,..,4.24107142857143,16.8918918918919,3.30996884735202,0,15.6669759186802,72.600184075023,19.7375645108159,33.7104499000641,41.8068011958147,40.1189060642093,26.196805409817,18.9144316730524,8.1010704986016,31.7555743840183
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2003,YR2003,21.7657565705537,19.401143154066,60.2201379738005,10.721123165284,67.1634615384615,38.3995809049833,1.79839091339328,76.9807280513919,45.7574624873178,14.0018301786832,39.9010849466438,36.6937337214647,24.8633879781421,24.1216390344472,12.0075164422174,4.47761194029851,..,5.57620817843866,15.9052453468697,2.4435394298408,0,16.1789155299161,72.0218380345769,20.3366478974482,34.132801161103,44.661095636026,37.7777777777778,23.7563382211868,18.5554588660553,6.62504054492377,31.9397526496225
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2004,YR2004,21.135566512479,18.9253416067067,60.3384784141659,11.422484431334,64.6513819095478,32.4806145372853,2.1,76.2571610439211,43.3358803624058,13.3107824026297,40.47555917076,36.9380591099536,23.2433467355926,21.610524551701,13.2809296496019,3.46706290242694,..,5.26024363233666,17.3202614379085,3.09144158802473,0,15.6021771400297,70.3547551647293,20.4065040650407,35.80186180277,44.6673606510836,38.7517466231952,23.4910277324633,20.6752757600215,8.24591573516767,31.5900729159714
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2005,YR2005,20.7203179334327,17.1891891891892,55.8506160557129,11.6377211491641,65.7984732824427,30.1698613059062,1.85728250244379,75.1805646749836,35.1385727674387,13.707168073384,39.6068048411637,35.7724181500613,20.6800657312603,24.4073230405804,13.2098564600714,4.152418172936,..,5.51305724083355,16.9407894736842,2.88980628771038,0,15.4035314036927,69.797461910476,19.5652173913043,36.0705596107056,41.4981831733905,38.1557661197134,22.0966905280631,19.2020482184766,6.94720470059622,30.7713113645584
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2006,YR2006,21.5266785805463,16.7641525568668,55.127245508982,10.4947283049473,66.9199579516444,38.1165022660624,1.8361581920904,74.132849693947,43.2458047611083,13.0416113670076,40.3453632779878,34.221635883905,21.2345836794683,21.9870814210437,13.4680292518282,4.02745995423341,..,7.38150738150738,14.6730462519936,3.48949919224556,0,15.0516848445385,69.9192880794702,20.7945071113291,36.8400510928186,44.4861215303826,38.1941309255079,20.013409319477,20.4911969226217,6.09826829066203,31.4113177131913
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2007,YR2007,21.1610585811632,15.4804018678364,58.1894736842105,10.9879963065559,67.0533297641355,34.878297624253,1.61073825503356,77.1673991210547,43.8614658842481,13.7553891085371,42.8096015921295,35.510600179158,22.1603563474388,20.8295538880185,13.7652271088109,4.89417989417989,0,6.47969052224371,17.4603174603175,2.96173044925125,0,14.9881161516999,68.6837100218195,18.1917941839907,38.8348818022025,41.9341974077767,38.6907449209932,21.0856569626991,21.0132763619716,6.77456083279115,32.0492570399984
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2008,YR2008,20.8260058619771,15.5882456201945,58.3724795837248,11.6701834117838,65.4246127745138,32.0445406742963,1.23984608807183,76.9230769230769,37.1934341808819,13.2184828525096,39.9918123811854,34.1765380206343,22.1604979586373,21.2869180355775,13.8213515485982,5.10440835266821,0,5.54605423894454,16.7820069204152,2.88300368756286,0,15.0171353069904,67.7882599580713,17.4566550201068,38.0531983713231,41.2971606378841,35.5799704204521,16.3357350468278,18.8862346969245,5.85369065648252,30.5707464105528
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2009,YR2009,17.4783928988554,11.3954432997304,58.1521272024065,9.3035343035343,64.4503455554421,34.1328717441477,0.678119349005425,81.1683320522675,37.8888812581554,11.9867867116835,38.7979337896639,36.2142543772185,20.7952226169778,20.463810127729,12.0147924941789,4.5131845841785,0,5.21382542472173,15.7142857142857,2.78757939308398,0,14.2655426765016,67.2170130974236,19.8456748341681,36.4065449968534,44.0853264382676,36.5010799136069,13.9244049209318,17.1151226158038,3.84284105214338,29.4586205563191
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2010,YR2010,19.2998643147897,12.5947851536517,60.5486284289277,12.7976731503363,64.4669225265075,31.5351368656955,0.903901046622265,83.9142091152815,43.7470393178588,12.8094065833619,40.4372060616617,36.9818086408956,21.597546728972,20.1482973269865,13.2572844956261,5.08628519527702,0,5.96242853253471,17.3831775700935,2.60782347041123,0,13.6546184738956,67.5161746631728,13.0951474061095,34.5816401920946,41.9305878781746,36.5614538498326,11.4553723706652,18.2984422358497,5.88366226443092,30.3442286058177
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2011,YR2011,20.3685960660542,12.9190815053921,64.9230997845308,13.4413551832075,65.741935483871,30.1794894921981,0.444444444444444,85.2887537993921,40.9332125291225,11.6517837407718,41.3283020384783,38.9978413631562,22.7018867924528,21.187487137271,15.1408775130374,5.7315233785822,0,6.64893617021277,18.3235867446394,2.01952204644901,0,15.6005426275697,66.8355367408076,17.5945175945176,37.8058745108158,41.635687732342,38.0019351717465,17.5144688868106,18.3512900481996,7.56854943344001,31.7712525276499
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2012,YR2012,19.7517062838315,12.3540068611957,61.1329082883767,13.2899817110343,64.8630428611978,25.6996174753372,0,84.0889649272883,36.7424809217417,12.8147284091909,41.9428395423587,40.1282638570774,23.5317975340688,25.296239052035,16.6929680909136,4.932502596054,0,6.49522799575822,18.7866927592955,1.93838698511596,0,17.5636728507077,65.6860947071122,24.1950908511317,36.5296598761554,41.0239213056114,37.8310844577711,22.0147910145971,17.6539360872954,6.96332921302019,32.487858639441
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2013,YR2013,20.0387051372273,12.7120237692279,58.5794981016761,14.5625,64.7255472878249,30.7018407323555,0,86.9309559939302,42.5905768931737,13.9206884061948,41.715933390744,39.6759210387417,22.0767963942099,22.4185068349106,14.8743216982234,4.24650440186432,0,8.12300551203946,19.4980694980695,1.78766873403867,0,17.0820309199966,68.3274711946634,22.1262512108492,31.8033803690495,40.5252659574468,38.0411826821542,17.5665222772277,18.789860997547,6.09746825819205,32.463157530377
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2014,YR2014,19.3799414804208,12.6161081716637,59.0834271853071,14.5336225596529,63.7454710144928,27.5583582254674,0.181488203266788,88.7812752219532,36.4518633540373,11.3888082801316,42.8099468044491,39.1148520228075,21.2879191059074,22.6032567669578,15.4869130320336,3.28215987294865,0,6.76949443016281,16.6358595194085,2.08728652751423,0,19.693844316578,66.9359803016313,22.762358351125,32.3271767810026,43.3181926846761,33.1668625146886,18.5750556374009,18.4095125653567,6.72583977350983,32.5344606439758
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2015,YR2015,20.0215478541929,11.5569171711206,57.9098360655738,13.2810845159924,63.2757987513772,21.2517848643503,0.2389486260454,90.3406544150605,37.3095791376194,..,42.4301573131182,34.0153308533424,20.9279286716751,23.4579248366013,..,2.51177394034537,0,5.29708520179372,17.7121771217712,2.02140309155767,0,23.5485448245073,65.7560975609756,25.0874711531304,32.5765710487293,40.7689602625718,33.7723148961077,20.05533515832,21.0718401844026,6.59417475728155,37.6644933972781
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2016,YR2016,18.5415050426687,10.8962228445992,53.5607525936346,14.1329419165444,62.5291479820628,22.6119058606368,0,86.8258178603006,38.4762970661124,..,41.0145073544227,27.610713027135,19.4797874053793,21.3730066122131,..,2.19895287958115,0,5.43140028288543,18.1172291296625,2.24398204814362,0,22.1549428841364,64.005248442635,22.1486608486308,29.9941758881771,40.6016738294504,30.4789550072569,15.9543131950706,18.160237388724,7.00813444176276,36.0102983650692
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1960,YR1960,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1961,YR1961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1962,YR1962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1963,YR1963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1964,YR1964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1965,YR1965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1966,YR1966,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1970,YR1970,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
